	date	ticker	revenue	ebit	cash-flow-from-operating-activities	current-ratio	debt-equity-ratio	gross-margin	net-profit-margin	roe	past-eps-earnings-per-share-diluted	eps-earnings-per-share-diluted	ebitda-margin
4	2022-09-30	XOM	112070.00000	25631.00000	24425	1.34070	0.23530	30.31050	17.54260	10.46300	4.21000	4.68000	0
3	2022-12-31	XOM	95429.00000	19049.00000	17621	1.41400	0.20340	28.70510	13.36070	6.44780	4.68000	3.09000	0
2	2023-03-31	XOM	86564.00000	16962.00000	16341.00000	1.45840	0.20080	27.61430	13.20410	5.73750	3.09000	2.79000	0
1	2023-06-30	XOM	82914.00000	11905.00000	9383	1.48440	0.20050	22.78630	9.50380	3.93870	2.79000	1.94000	0
0	2023-09-30	XOM	90760.00000	13868.00000	15963	1.42080	0.19880	23.44210	9.99340	4.50340	1.94000	2.25000	0
58	2009-01-31	AVGO	368.00000	30.00000	-4.00000			38.85870	1.63040		0	0.03000	0
57	2009-04-30	AVGO	325.00000	-11.00000	66			30.15390	-9.53850		0.03000	-0.14000	0
56	2009-07-31	AVGO	363.00000	24.00000	31	2.45420	0.93010	38.84300	0.55100	0.26390	-0.14000	0.01000	0
55	2009-10-31	AVGO	428.00000	5.00000	46	1.36490	0.57600	41.58880	-4.90650	-2.01920	0.01000	-0.10000	0
54	2010-01-31	AVGO	456.00000	78.00000	41.00000	2.24600	0.21620	42.54390	8.33330	3.49590	-0.10000	0.16000	0
53	2010-04-30	AVGO	515.00000	108.00000	115	2.58720	0.19670	45.24270	17.47570	7.50000	0.16000	0.37000	0
52	2010-07-31	AVGO	550.00000	135.00000	137	3.06320	0.17700	47.81820	22.36360	9.22730	0.37000	0.50000	0
51	2010-10-31	AVGO	572.00000	145.00000	217	1.92390	0.15680	48.25180	28.67130	10.89700	0.50000	0.66000	0
50	2011-01-31	AVGO	550.00000	142.00000	67.00000	3.83970	0.00430	49.27270	21.63640	7.23840	0.66000	0.48000	0
49	2011-04-30	AVGO	560.00000	138.00000	253	3.81080	0.00340	49.10710	24.10710	7.53770	0.48000	0.54000	0
48	2011-07-31	AVGO	603.00000	145.00000	211	3.95180	0.00320	49.25370	23.88060	7.70050	0.54000	0.57000	0
47	2011-10-31	AVGO	623.00000	159.00000	195	3.98000	0.00300	48.79620	24.71910	7.67700	0.57000	0.60000	0
46	2012-01-31	AVGO	563.00000	132.00000	139.00000	4.36940	0.00250	47.95740	22.20250	6.12750	0.60000	0.50000	0
45	2012-04-30	AVGO	577.00000	137.00000	211	4.23600	0.00180	48.18020	23.22360	6.18370	0.50000	0.54000	0
44	2012-07-31	AVGO	606.00000	149.00000	128	4.62280	0.00130	48.67990	23.92740	6.33460	0.54000	0.58000	0
43	2012-10-31	AVGO	618.00000	164.00000	215	4.88730	0.00120	48.38190	25.72820	6.57300	0.58000	0.63000	0
42	2013-01-31	AVGO	576.00000	124.00000	185.00000	6.18410	0.00120	47.91670	21.70140	4.96430	0.63000	0.50000	0
41	2013-04-30	AVGO	562.00000	118.00000	188	5.50910	0.00110	48.39860	20.10680	4.32780	0.50000	0.45000	0
40	2013-07-31	AVGO	644.00000	140.00000	137	4.31840	0.00110	47.20500	22.04970	5.20910	0.45000	0.56000	0
39	2013-10-31	AVGO	738.00000	170.00000	212	4.39130		46.88350	23.30620	5.95980	0.56000	0.68000	0
38	2014-01-31	AVGO	709.00000	139.00000	229.00000	5.10710	0.00070	47.81380	18.89990	4.47860	0.68000	0.53000	0
37	2014-04-30	AVGO	701.00000	160.00000	251	4.88940		50.92730	22.53920	5.00950	0.53000	0.61000	0
36	2014-07-31	AVGO	1269.00000	-162.00000	314	4.08510	1.78110	30.96930	-12.92360	-3.87350	0.61000	-0.65000	0
35	2014-10-31	AVGO	1590.00000	301.00000	381	3.77460	1.69870	49.55980	8.49060	4.22450	-0.65000	0.50000	0
34	2015-01-31	AVGO	1635.00000	401.00000	481.00000	4.84970	1.51600	50.51990	21.46790	9.31640	0.50000	1.26000	0
33	2015-04-30	AVGO	1614.00000	418.00000	663	4.49890	1.20610	52.41640	21.31350	8.34770	1.26000	1.21000	0
32	2015-07-31	AVGO	1735.00000	299.00000	592	3.32880	0.92530	50.95100	13.83290	5.69960	1.21000	0.84000	0
31	2015-10-31	AVGO	1840.00000	514.00000	582	3.35920	0.82140	54.18480	23.31520	9.97030	0.84000	1.54000	0
30	2016-01-31	AVGO	1771.00000	475.00000	474.00000	4.60670	0.76900	53.13380	21.28740	7.36180	1.54000	1.30000	0
29	2016-04-30	AVGO	3541.00000	-1001.00000	622	2.52240	0.65930	29.53970	-33.49340	-5.34660	1.30000	-3.02000	0
28	2016-07-31	AVGO	3792.00000	-264.00000	963	2.21700	0.60940	46.99370	-7.85870	-1.34640	-3.02000	-0.75000	0
27	2016-10-31	AVGO	4136.00000	381.00000	1352	2.31480	0.62360	52.49030	-15.28050	-2.77020	-0.75000	-2.39000	0
26	2017-01-31	AVGO	4139.00000	506.00000	1353.00000	3.46370	0.61620	48.34500	5.77430	1.16770	-2.39000	0.57000	0
25	2017-04-30	AVGO	4190.00000	474.00000	1583	4.12670	0.60720	47.15990	10.50120	2.09460	0.57000	1.05000	0
24	2017-07-31	AVGO	4463.00000	648.00000	1656	4.48290	0.59780	48.15150	10.77750	2.24190	1.05000	1.14000	0
23	2017-10-31	AVGO	4844.00000	743.00000	1959	6.25660	0.75680	49.19490	10.98270	2.39800	1.14000	1.26000	0
22	2018-01-31	AVGO	5327.00000	943.00000	1685.00000	5.69540	0.60490	49.33360	116.95140	22.62990	1.26000	14.62000	0
21	2018-04-30	AVGO	5014.00000	1201.00000	2313	5.87290	0.54880	50.87750	74.15240	11.65060	14.62000	8.33000	0
20	2018-07-31	AVGO	5063.00000	1339.00000	2247	3.97580	0.64130	51.72820	23.62240	4.36030	8.33000	2.71000	0
19	2018-10-31	AVGO	5444.00000	1652.00000	2635	3.89520	0.65620	53.91260	20.48130	4.18280	2.71000	2.78000	0
18	2019-01-31	AVGO	5789.00000	555.00000	2132.00000	1.27010	1.62080	55.41550	8.13610	2.07110	2.78000	1.12000	0
17	2019-04-30	AVGO	5517.00000	970.00000	2667	1.25570	1.69350	55.99060	12.52490	3.12560	1.12000	1.64000	0
16	2019-07-31	AVGO	5515.00000	865.00000	2419	1.31590	1.74700	55.01360	12.96460	3.32510	1.64000	1.71000	0
15	2019-10-31	AVGO	5776.00000	1054.00000	2479	1.43750	1.31500	54.57060	14.16210	3.39600	1.71000	1.96000	0
14	2020-01-31	AVGO	5858.00000	714.00000	2322.00000	1.56470	1.83510	55.71870	5.30900	1.55940	1.96000	0.74000	0
13	2020-04-30	AVGO	5742.00000	766.00000	3213	2.15450	1.91560	55.53810	8.49880	2.37240	0.74000	1.17000	0
12	2020-07-31	AVGO	5821.00000	1008.00000	3178	2.04130	1.86880	56.96620	10.54800	2.92480	1.17000	1.45000	0
11	2020-10-31	AVGO	6467.00000	1526.00000	3348	1.86710	1.71990	57.94030	19.32890	5.54580	1.45000	2.97000	0
10	2021-01-31	AVGO	6655.00000	1837.00000	3113.00000	2.13620	1.74910	59.38390	19.59430	5.74810	2.97000	3.05000	0
9	2021-04-30	AVGO	6610.00000	1975.00000	3569	2.21330	1.68920	61.37670	21.43720	6.23670	3.05000	3.30000	0
8	2021-07-31	AVGO	6778.00000	2126.00000	3541	2.40520	1.66220	61.92090	26.58600	7.70750	3.30000	4.20000	0
7	2021-10-31	AVGO	7407.00000	2581.00000	3541	2.64070	1.59160	62.61640	25.84040	7.96810	4.20000	4.45000	0
6	2022-01-31	AVGO	7706.00000	3108.00000	3486.00000	2.44010	1.72000	65.52040	31.11860	10.76280	4.45000	5.59000	0
5	2022-04-30	AVGO	8103.00000	3394.00000	4243	2.14330	1.88270	67.12330	31.03790	12.35510	5.59000	5.93000	0
4	2022-07-31	AVGO	8464.00000	3737.00000	4424	2.32180	1.89190	67.11960	35.43240	14.72500	5.93000	7.15000	0
3	2022-10-31	AVGO	8930.00000	3986.00000	4583	2.62390	1.74010	66.36060	37.07730	14.79150	7.15000	7.86000	0
2	2023-01-31	AVGO	8915.00000	4103.00000	4036.00000	2.51720	1.68520	67.34720	42.33320	16.19050	7.86000	8.80000	0
1	2023-04-30	AVGO	8733.00000	4008.00000	4502	2.37930	1.78630	70.02180	39.86030	15.81770	8.80000	8.15000	0
0	2023-07-31	AVGO	8876.00000	3856.00000	4719	2.49600	1.78180	69.44570	37.21270	14.95990	8.15000	7.74000	0
58	2009-03-31	JPM	29584.00000		50756.00000		4.85820		9.24580	1.54920	0	0.40000	0
57	2009-06-30	JPM	29502.00000		52503		5.25160		6.09370	1.85590	0.40000	0.28000	0
56	2009-09-30	JPM	30145.00000		7625		5.06330		17.49650	2.27900	0.28000	0.82000	0
55	2009-12-31	JPM	26401.00000		11913		4.53750		18.53280	2.08510	0.82000	0.76000	0
54	2010-03-31	JPM	30806.00000		17394.00000		4.84780		14.39430	2.12430	0.76000	0.74000	0
53	2010-06-30	JPM	28133.00000		28333		4.12850		20.07080	2.94230	0.74000	1.09000	0
52	2010-09-30	JPM	26928.00000		-50590		4.70470		19.50880	2.66100	1.09000	1.01000	0
51	2010-12-31	JPM	29608.00000		1111		4.33350		19.11950	2.87040	1.01000	1.12000	0
50	2011-03-31	JPM	28763.00000		-5979.00000		4.31440		21.35370	3.21470	1.12000	1.28000	0
49	2011-06-30	JPM	30575.00000		64704		4.17350		20.29320	3.10200	1.28000	1.27000	0
48	2011-09-30	JPM	27106.00000		7793		4.10620		18.43390	2.44260	1.27000	1.02000	0
47	2011-12-31	JPM	24394.00000		29414		3.73440		17.77880	2.12090	1.02000	0.91000	0
46	2012-03-31	JPM	29087.00000		4266.00000		3.85950		18.07230	2.71340	0.91000	1.19000	0
45	2012-06-30	JPM	25133.00000		41983		3.76100		21.09620	2.69900	1.19000	1.21000	0
44	2012-09-30	JPM	27799.00000		-16659		3.61060		22.88820	2.99420	1.21000	1.40000	0
43	2012-12-31	JPM	26055.00000		-4511		3.44510		23.13350	2.91880	1.40000	1.40000	0
42	2013-03-31	JPM	27554.00000		19964.00000		3.51720		25.01940	3.31210	1.40000	1.59000	0
41	2013-06-30	JPM	27579.00000		68520		3.63600		24.24500	3.28440	1.59000	1.60000	0
40	2013-09-30	JPM	25408.00000		26383		3.45670		-2.74730	-0.19440	1.60000	-0.17000	0
39	2013-12-31	JPM	26176.00000		-6914		3.18520		20.89200	2.62020	-0.17000	1.32000	0
38	2014-03-31	JPM	25341.00000		14667.00000		3.30220		21.87790	2.57560	1.32000	1.28000	0
37	2014-06-30	JPM	26741.00000		-4371		3.18350		23.21350	2.86330	1.28000	1.46000	0
36	2014-09-30	JPM	26288.00000		-2449		3.03780		21.62620	2.63480	1.46000	1.35000	0
35	2014-12-31	JPM	24639.00000		28746		3.09790		20.48380	2.32960	1.35000	1.20000	0
34	2015-03-31	JPM	25954.00000		14879.00000		3.05320		23.59460	2.75880	1.20000	1.45000	0
33	2015-06-30	JPM	25642.00000		17296		2.81630		25.24810	2.90820	1.45000	1.54000	0
32	2015-09-30	JPM	24595.00000		25124		2.69230		28.37360	3.09750	1.54000	1.68000	0
31	2015-12-31	JPM	24815.00000		16167		2.44330		23.81900	2.45320	1.68000	1.33000	0
30	2016-03-31	JPM	25411.00000		-21383.00000		2.54330		23.56290	2.46330	1.33000	1.35000	0
29	2016-06-30	JPM	26846.00000		-1524		2.60620		24.92820	2.73910	1.35000	1.55000	0
28	2016-09-30	JPM	27140.00000		4192		2.58680		24.83550	2.75380	1.55000	1.58000	0
27	2016-12-31	JPM	26990.00000		40599		2.48640		26.68600	2.94890	1.58000	1.71000	0
26	2017-03-31	JPM	27917.00000		-22559.00000		2.53080		25.29210	2.80600	1.71000	1.65000	0
25	2017-06-30	JPM	29173.00000		4073		2.49590		26.73760	3.02430	1.65000	1.82000	0
24	2017-09-30	JPM	29467.00000		-4895		2.47880		25.95540	2.89780	1.82000	1.76000	0
23	2017-12-31	JPM	28022.00000		12554		2.41880		16.30740	1.84300	1.76000	1.08000	0
22	2018-03-31	JPM	32290.00000		-35109.00000		2.54780		30.80550	3.78560	1.08000	2.37000	0
21	2018-06-30	JPM	32834.00000		35685		2.57190		29.68770	3.59390	2.37000	2.29000	0
20	2018-09-30	JPM	32791.00000		13189		2.57770		30.20680	3.62470	2.29000	2.34000	0
19	2018-12-31	JPM	31909.00000		1849		2.64470		27.32060	3.06620	2.34000	2.00000	0
18	2019-03-31	JPM	36059.00000		-80880.00000		2.85480		31.68160	3.94210	2.00000	2.65000	0
17	2019-06-30	JPM	35952.00000		-13854		2.65210		33.30680	4.08600	2.65000	2.82000	0
16	2019-09-30	JPM	36184.00000		16015		2.76710		30.98250	3.84770	2.82000	2.68000	0
15	2019-12-31	JPM	34320.00000		82811		2.43130		29.82090	3.63580	2.68000	2.57000	0
14	2020-03-31	JPM	33008.00000		-120089.00000		2.94210		12.15440	1.23920	2.57000	0.78000	0
13	2020-06-30	JPM	35334.00000		82919		2.89590		18.87000	1.99950	0.78000	1.38000	0
12	2020-09-30	JPM	30942.00000		-14688		2.65610		31.47260	3.91740	1.38000	2.92000	0
11	2020-12-31	JPM	30627.00000		-28052		2.54980		37.46800	4.86820	2.92000	3.80000	0
10	2021-03-31	JPM	33648.00000		-43872.00000		2.95590		38.02920	5.73950	3.80000	4.50000	0
9	2021-06-30	JPM	31832.00000		13530		2.72770		35.08730	4.71230	4.50000	3.78000	0
8	2021-09-30	JPM	31047.00000		23331		2.70070		36.02040	4.57950	3.78000	3.74000	0
7	2021-12-31	JPM	30675.00000		85095		2.42630		32.49960	4.01060	3.74000	3.34000	0
6	2022-03-31	JPM	32341.00000		-41917.00000		2.71690		26.81680	3.27270	3.34000	2.63000	0
5	2022-06-30	JPM	34233.00000		66018		2.65480		27.67270	3.41450	2.63000	2.76000	0
4	2022-09-30	JPM	40809.00000		-18204		2.65660		29.68340	3.81570	2.76000	3.12000	0
3	2022-12-31	JPM	47409.00000		101222		2.46460		32.84980	4.15510	3.12000	3.58000	0
2	2023-03-31	JPM	54642.00000		-111241.00000		2.55370		33.80000	4.57850	3.58000	4.10000	0
1	2023-06-30	JPM	61172.00000		18865		2.72040		36.47940	5.07590	4.10000	4.75000	0
0	2023-09-30	JPM	61704.00000		45119		2.78690		32.95660	4.53530	4.75000	4.33000	0
58	2009-03-31	BAC	45417.00000		54797.00000		3.86680		12.57490	2.55420	0	0.44000	0
57	2009-06-30	BAC	40736.00000		19974		3.37230		12.46970	1.64080	0.44000	0.33000	0
56	2009-09-30	BAC	33135.00000		22906		3.25910		-15.63850	-0.50340	0.33000	-0.26000	0
55	2009-12-31	BAC	31162.00000		32054		3.58040		-34.71870	-0.09990	-0.26000	-0.80000	0
54	2010-03-31	BAC	38099.00000		23876.00000		4.13450		12.78650	1.50190	-0.80000	0.28000	0
53	2010-06-30	BAC	35372.00000		15475		4.11980		13.02260	1.45130	0.28000	0.27000	0
52	2010-09-30	BAC	32474.00000		38032		4.03610		-35.89470	-3.43660	0.27000	-0.77000	0
51	2010-12-31	BAC	28249.00000		5158		3.61770		-8.84240	-0.58770	-0.77000	-0.15000	0
50	2011-03-31	BAC	32620.00000		-576.00000		3.64590		7.47950	0.95610	-0.15000	0.17000	0
49	2011-06-30	BAC	19038.00000		51779		3.56380		-91.44370	-4.29250	0.17000	-0.90000	0
48	2011-09-30	BAC	33816.00000		-11358		3.25290		23.39300	2.95670	-0.90000	0.56000	0
47	2011-12-31	BAC	29600.00000		24603		2.96970		7.41550	0.94050	0.56000	0.18000	0
46	2012-03-31	BAC	26893.00000		-15603.00000		3.11000		1.64650	0.30560	0.18000	0.03000	0
45	2012-06-30	BAC	26412.00000		16873		2.98440		10.38870	1.13390	0.03000	0.19000	0
44	2012-09-30	BAC	24466.00000		8817		2.79920		-0.17690	0.15470	0.19000	0.00000	0
43	2012-12-31	BAC	22307.00000		-26143		2.84090		2.23630	0.33550	0.00000	0.03000	0
42	2013-03-31	BAC	26634.00000		26468.00000		2.78340		5.16660	0.67870	0.03000	0.10000	0
41	2013-06-30	BAC	26003.00000		46128		2.70070		16.59700	1.85060	0.10000	0.32000	0
40	2013-09-30	BAC	24646.00000		8227		2.60500		10.44550	1.14040	0.32000	0.20000	0
39	2013-12-31	BAC	24414.00000		11994		2.48080		15.04820	1.56790	0.20000	0.28000	0
38	2014-03-31	BAC	25416.00000		22723.00000		2.58050		-2.38440	-0.12630	0.28000	-0.05000	0
37	2014-06-30	BAC	24675.00000		4778		2.56570		9.53790	1.02940	-0.05000	0.19000	0
36	2014-09-30	BAC	23848.00000		2946		2.42240		-2.28450	-0.10510	0.19000	-0.04000	0
35	2014-12-31	BAC	22890.00000		348		2.25810		16.99500	1.66710	-0.04000	0.32000	0
34	2015-03-31	BAC	23426.00000		245.00000		2.19710		13.47460	1.35880	0.32000	0.25000	0
33	2015-06-30	BAC	24600.00000		-3332		2.26070		22.68610	2.23810	0.25000	0.43000	0
32	2015-09-30	BAC	23488.00000		25796		2.13090		20.69750	1.97700	0.43000	0.38000	0
31	2015-12-31	BAC	22000.00000		5688		1.97570		14.92370	1.30820	0.38000	0.25000	0
30	2016-03-31	BAC	23313.00000		10897.00000		2.00430		15.23270	1.45620	0.25000	0.28000	0
29	2016-06-30	BAC	23742.00000		15294		1.92840		21.77250	1.97770	0.28000	0.41000	0
28	2016-09-30	BAC	24044.00000		526		1.87800		21.41930	2.02360	0.41000	0.41000	0
27	2016-12-31	BAC	22563.00000		-9440		1.78100		22.12220	1.91390	0.41000	0.39000	0
26	2017-03-31	BAC	24900.00000		-12989.00000		1.97250		22.57970	2.19690	0.39000	0.45000	0
25	2017-06-30	BAC	25989.00000		9649		1.97340		21.46770	2.07760	0.45000	0.44000	0
24	2017-09-30	BAC	25335.00000		20304		1.97300		23.60870	2.16840	0.44000	0.46000	0
23	2017-12-31	BAC	23242.00000		-7100		1.93950		10.82310	0.96600	0.46000	0.21000	0
22	2018-03-31	BAC	26900.00000		40354.00000		2.06250		29.18690	2.86400	0.21000	0.62000	0
21	2018-06-30	BAC	27090.00000		-6518		2.01410		29.76710	2.81450	0.62000	0.63000	0
20	2018-09-30	BAC	27628.00000		19606		2.00150		30.44800	2.98830	0.63000	0.66000	0
19	2018-12-31	BAC	28009.00000		-13922		1.90250		32.33050	2.99510	0.66000	0.70000	0
18	2019-03-31	BAC	28799.00000		15101.00000		1.95050		31.23550	2.98790	0.70000	0.70000	0
17	2019-06-30	BAC	29119.00000		-6725		1.99830		31.98360	2.97830	0.70000	0.74000	0
16	2019-09-30	BAC	28536.00000		-5702		2.06710		23.93320	2.36010	0.74000	0.56000	0
15	2019-12-31	BAC	27135.00000		59103		1.93890		31.52090	2.89720	0.56000	0.75000	0
14	2020-03-31	BAC	26735.00000		19043.00000		2.01580		19.66570	1.66050	0.75000	0.40000	0
13	2020-06-30	BAC	24018.00000		-3006		2.03120		19.08300	1.45870	0.40000	0.37000	0
12	2020-09-30	BAC	21693.00000		-32638		2.04220		23.43380	1.98880	0.37000	0.51000	0
11	2020-12-31	BAC	21307.00000		54594		1.91960		25.98030	2.20200	0.51000	0.59000	0
10	2021-03-31	BAC	24019.00000		-52328.00000		2.09910		30.63090	3.22410	0.59000	0.86000	0
9	2021-06-30	BAC	22620.00000		-9311		2.23770		38.82710	3.63610	0.86000	1.03000	0
8	2021-09-30	BAC	24008.00000		9795		2.27020		31.03890	3.08850	1.03000	0.85000	0
7	2021-12-31	BAC	23204.00000		44651		2.21020		30.03680	2.85830	0.85000	0.83000	0
6	2022-03-31	BAC	24550.00000		-45430.00000		2.38280		28.45070	2.95100	0.83000	0.80000	0
5	2022-06-30	BAC	25219.00000		-5049		2.24880		26.76290	2.60310	0.80000	0.73000	0
4	2022-09-30	BAC	30358.00000		13154		2.19110		27.87240	2.94600	0.73000	0.81000	0
3	2022-12-31	BAC	34926.00000		30998		2.11920		29.45390	2.91340	0.81000	0.85000	0
2	2023-03-31	BAC	40465.00000		-11300.00000		2.66700		30.22860	3.24110	0.85000	0.94000	0
1	2023-06-30	BAC	43393.00000		11786		2.51850		29.50320	2.90600	0.94000	0.88000	0
0	2023-09-30	BAC	44412.00000		11772		2.55720		30.37650	3.01620	0.88000	0.90000	0
58	2009-02-28	ADBE	786.39000	207.91600	365.74300	4.50490	0.07590	90.16350	19.89280	3.39250	0	0.30000	0
57	2009-05-31	ADBE	704.67300	161.35300	261.529	5.03200	0.07290	89.78140	17.89070	2.62590	0.30000	0.24000	0
56	2009-08-31	ADBE	697.50700	167.60210	236.681	4.86820	0.07460	90.67440	19.50450	2.89790	0.24000	0.26000	0
55	2009-11-30	ADBE	757.28300	153.64190	253.841	2.92890	0.20450	89.12910	-4.23130	-0.65520	0.26000	-0.07000	0
54	2010-02-28	ADBE	858.70000	176.83300	259.86100	3.52720	0.28880	89.59260	14.80770	2.45880	-0.07000	0.24000	0
53	2010-05-31	ADBE	943.03500	227.28500	251.09	3.37770	0.28840	88.56530	15.75880	2.86960	0.24000	0.28000	0
52	2010-08-31	ADBE	990.31900	302.01300	291.423	3.34620	0.29980	89.99470	23.23140	4.52450	0.28000	0.44000	0
51	2010-11-30	ADBE	1007.94600	286.94270	310.621	3.01100	0.29320	89.36280	26.67310	5.17780	0.44000	0.51000	0
50	2011-02-28	ADBE	1027.70600	302.33400	332.10200	3.40000	0.28020	89.52630	22.82670	4.32390	0.51000	0.46000	0
49	2011-05-31	ADBE	1023.17900	276.72400	389.331	3.22680	0.28170	89.32730	22.42380	4.25720	0.46000	0.45000	0
48	2011-08-31	ADBE	1013.21200	274.11000	325.128	3.36080	0.27250	89.67110	19.25570	3.50650	0.45000	0.39000	0
47	2011-11-30	ADBE	1152.16100	246.13080	496.753	3.01530	0.26190	89.89910	15.07770	3.00390	0.39000	0.35000	0
46	2012-02-29	ADBE	1045.22000	288.97890	314.36300	3.14400	0.25260	89.64190	17.71960	3.09390	0.35000	0.37000	0
45	2012-05-31	ADBE	1124.44900	305.14290	448.218	3.02720	0.24760	88.35720	19.90980	3.67030	0.37000	0.45000	0
44	2012-08-31	ADBE	1080.58000	278.30400	263.34	3.42830	0.23470	88.92990	18.63420	3.12730	0.45000	0.40000	0
43	2012-11-30	ADBE	1153.42800	307.76480	473.659	3.45750	0.22630	89.16470	19.27590	3.33570	0.40000	0.44000	0
42	2013-02-28	ADBE	1007.87300	98.22400	322.03100	3.45880	0.22500	84.45400	6.46080	0.95690	0.44000	0.13000	0
41	2013-05-31	ADBE	1010.54900	111.30900	299.148	3.60330	0.22020	86.61310	7.57470	1.10500	0.13000	0.15000	0
40	2013-08-31	ADBE	995.11900	110.35400	215.525	2.92380	0.22240	85.22030	8.34090	1.21440	0.15000	0.16000	0
39	2013-11-30	ADBE	1041.69900	102.83590	314.982	2.65190	0.22510	85.83890	6.27050	0.97140	0.16000	0.12000	0
38	2014-02-28	ADBE	1000.12000	78.74600	251.67300	1.86640	0.22840	85.15090	4.70400	0.71160	0.12000	0.09000	0
37	2014-05-31	ADBE	1068.20800	135.25810	367.536	1.85500	0.22700	85.49870	8.28740	1.33390	0.09000	0.17000	0
36	2014-08-31	ADBE	1005.40900	74.17600	268.52	1.90600	0.22410	84.31250	4.44460	0.66390	0.17000	0.09000	0
35	2014-11-30	ADBE	1073.32800	124.50480	399.753	1.84500	0.22350	85.00520	8.21150	1.30070	0.09000	0.18000	0
34	2015-02-28	ADBE	1109.18100	173.02500	183.01500	2.22140	0.28860	84.96210	7.65320	1.28830	0.18000	0.17000	0
33	2015-05-31	ADBE	1162.15800	193.61700	471.484	2.15710	0.28810	84.06650	12.69130	2.23130	0.17000	0.29000	0
32	2015-08-31	ADBE	1217.76800	246.01890	360.488	2.19620	0.27860	84.31680	14.32660	2.55020	0.29000	0.34000	0
31	2015-11-30	ADBE	1306.40400	290.43430	454.515	2.17830	0.27240	84.58660	17.04720	3.18080	0.34000	0.44000	0
30	2016-02-29	ADBE	1383.33500	307.75810	497.52700	2.21140	0.27070	85.64540	18.38360	3.59130	0.44000	0.50000	0
29	2016-05-31	ADBE	1398.70900	344.23900	488.715	2.19590	0.26470	85.55250	17.45000	3.36720	0.50000	0.48000	0
28	2016-08-31	ADBE	1463.96700	369.32510	517.885	2.16260	0.26330	86.15400	18.49690	3.72070	0.48000	0.54000	0
27	2016-11-30	ADBE	1608.41900	472.27990	695.601	2.07700	0.25480	86.53610	24.84510	5.38210	0.54000	0.80000	0
26	2017-02-28	ADBE	1681.64600	468.99900	730.37000	1.94840	0.24830	85.88660	23.69380	5.25050	0.80000	0.80000	0
25	2017-05-31	ADBE	1772.19000	504.08190	644.827	1.98570	0.24200	86.49360	21.12580	4.79740	0.80000	0.75000	0
24	2017-08-31	ADBE	1841.07400	545.67400	704.436	2.04630	0.23120	85.71910	22.78940	5.13520	0.75000	0.84000	0
23	2017-11-30	ADBE	2006.59500	649.33980	833.22	2.05470	0.22240	86.50090	24.99500	5.92860	0.84000	0.99000	0
22	2018-02-28	ADBE	2078.94700	702.73300	989.60100	2.11530	0.21710	87.54650	28.04670	6.75320	0.99000	1.17000	0
21	2018-05-31	ADBE	2195.36000	698.48410	976.406	2.07600	0.21530	87.18460	30.20770	7.61770	1.17000	1.33000	0
20	2018-08-31	ADBE	2291.07600	718.60600	955.304	1.66160	0.21150	87.10250	29.08200	7.51860	1.33000	1.34000	0
19	2018-11-30	ADBE	2464.61600	720.17690	1107.689	1.12920	0.44060	85.42320	27.52830	7.24690	1.34000	1.36000	0
18	2019-02-28	ADBE	2601.00000	695.00000	1013.00000	0.96610	0.41830	84.73660	25.91310	6.82770	1.36000	1.36000	0
17	2019-05-31	ADBE	2744.00000	750.00000	1110	0.69500	0.41620	85.16760	23.06850	6.37350	1.36000	1.29000	0
16	2019-08-31	ADBE	2834.00000	854.00000	922	0.73690	0.40390	85.32110	27.98170	7.74200	1.29000	1.61000	0
15	2019-11-30	ADBE	2992.00000	969.00000	1377	0.79290	0.39300	84.85960	28.44250	8.08170	1.61000	1.74000	0
14	2020-02-29	ADBE	3091.00000	937.00000	1325.00000	1.23470	0.39300	85.37690	30.89620	9.12570	1.74000	1.96000	0
13	2020-05-31	ADBE	3128.00000	1016.00000	1184	1.28760	0.37810	86.73270	35.16620	10.10940	1.96000	2.27000	0
12	2020-08-31	ADBE	3225.00000	1069.00000	1436	1.44000	0.35140	86.75970	29.61240	8.15330	2.27000	1.97000	0
11	2020-11-30	ADBE	3424.00000	1215.00000	1782	1.47790	0.31040	87.50000	65.71260	16.96320	1.97000	4.63000	0
10	2021-02-28	ADBE	3905.00000	1454.00000	1772.00000	1.27180	0.30410	88.55310	32.29190	9.30900	4.63000	2.61000	0
9	2021-05-31	ADBE	3835.00000	1406.00000	1988	1.31460	0.29740	88.42240	29.10040	8.05660	2.61000	2.32000	0
8	2021-08-31	ADBE	3935.00000	1441.00000	1404	1.39220	0.28600	88.13220	30.80050	8.40850	2.32000	2.52000	0
7	2021-11-30	ADBE	4110.00000	1501.00000	2066	1.25060	0.27860	87.66420	30.00000	8.33280	2.52000	2.57000	0
6	2022-02-28	ADBE	4262.00000	1580.00000	1769.00000	1.03880	0.29950	87.98690	29.70440	9.19060	2.57000	2.66000	0
5	2022-05-31	ADBE	4386.00000	1529.00000	2040	1.07080	0.29500	87.71090	26.85820	8.42330	2.66000	2.49000	0
4	2022-08-31	ADBE	4433.00000	1484.00000	1704	1.14130	0.28710	87.68330	25.62600	7.90370	2.49000	2.42000	0
3	2022-11-30	ADBE	4525.00000	1505.00000	2325	1.10680	0.29390	87.44750	25.98900	8.36950	2.42000	2.53000	0
2	2023-02-28	ADBE	4655.00000	1586.00000	1693.00000	1.12170	0.25550	87.79810	26.78840	8.77800	2.53000	2.71000	0
